"자치구별(1)",자치구별(2),2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.3/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4,2023.4/4
"합계",성북구,12418,4497,7921,682,339,343,4274,1400,2874,524,222,302,289,107,182,423,53,370,1708,603,1105,1196,419,777,280,73,207,81,48,33,188,103,85,219,159,60,84,40,44,144,40,104,67,15,52,158,21,137,114,54,60,44,17,27,91,45,46,114,74,40,161,63,98,12,7,5,110,29,81,73,46,27,33,9,24,10,5,5,63,10,53,7,4,3,113,20,93,29,11,18,23,12,11,165,57,108,27,11,16,27,8,19,13,9,4,15,9,6,16,7,9,53,22,31,52,18,34,31,13,18,38,15,23,30,8,22,26,11,15,24,7,17,13,5,8,18,9,9,6,3,3,15,9,6,14,3,11,13,5,8,13,7,6,3,2,1,1,-,1,9,6,3,3,-,3,22,8,14,13,4,9,23,9,14,-,-,-,421,184,237,12566,4511,8055,662,330,332,4352,1450,2902,445,172,273,278,107,171,436,50,386,1731,602,1129,1209,426,783,283,74,209,68,40,28,187,97,90,247,175,72,93,43,50,145,40,105,64,13,51,189,23,166,122,56,66,37,17,20,103,51,52,126,83,43,173,67,106,12,6,6,100,26,74,73,47,26,35,10,25,17,8,9,67,11,56,5,4,1,146,32,114,35,11,24,24,12,12,195,67,128,28,10,18,26,9,17,13,8,5,11,8,3,22,7,15,47,18,29,51,19,32,35,16,19,41,16,25,26,5,21,26,10,16,24,6,18,14,6,8,23,10,13,6,3,3,15,8,7,11,1,10,9,2,7,10,5,5,4,3,1,1,-,1,9,5,4,3,-,3,23,8,15,15,3,12,26,9,17,-,-,-,388,166,222
"합계",강북구,4649,1613,3036,758,360,398,1002,264,738,97,51,46,127,51,76,163,8,155,801,238,563,730,243,487,99,21,78,15,13,2,12,9,3,129,79,50,16,7,9,39,17,22,105,43,62,48,6,42,15,4,11,1,1,-,35,16,19,42,30,12,29,5,24,-,-,-,6,2,4,10,6,4,25,5,20,29,14,15,22,-,22,5,5,-,27,7,20,4,2,2,6,3,3,30,11,19,6,1,5,13,8,5,5,1,4,3,3,-,4,2,2,1,1,-,31,22,9,2,1,1,10,2,8,4,-,4,16,7,9,19,8,11,4,2,2,-,-,-,1,-,1,2,1,1,7,3,4,2,1,1,2,1,1,1,1,-,2,1,1,-,-,-,2,1,1,1,-,1,-,-,-,6,1,5,-,-,-,78,24,54,4864,1671,3193,753,354,399,1132,292,840,95,50,45,130,48,82,164,12,152,821,244,577,717,246,471,103,22,81,16,14,2,14,8,6,139,85,54,16,6,10,42,16,26,101,39,62,61,6,55,18,6,12,1,1,-,41,20,21,46,33,13,25,5,20,-,-,-,7,2,5,7,3,4,31,9,22,28,14,14,26,1,25,3,3,-,33,9,24,4,2,2,7,4,3,34,15,19,4,-,4,12,7,5,6,1,5,3,3,-,5,2,3,4,2,2,35,24,11,4,1,3,13,2,11,5,-,5,15,6,9,17,7,10,4,2,2,-,-,-,1,-,1,6,2,4,8,3,5,2,1,1,2,1,1,1,1,-,2,1,1,-,-,-,1,1,-,1,-,1,-,-,-,6,1,5,-,-,-,92,34,58
"합계",도봉구,2393,823,1570,337,159,178,377,99,278,83,40,43,45,18,27,138,18,120,433,100,333,280,106,174,169,51,118,17,10,7,4,1,3,65,21,44,26,15,11,13,9,4,46,12,34,34,6,28,7,3,4,5,3,2,33,20,13,34,28,6,11,3,8,7,6,1,11,1,10,6,5,1,30,12,18,-,-,-,12,2,10,1,-,1,7,1,6,1,-,1,6,2,4,53,24,29,2,2,-,7,4,3,2,1,1,1,1,-,-,-,-,2,2,-,9,1,8,1,1,-,7,-,7,3,1,2,2,2,-,2,-,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,1,-,1,-,1,-,-,-,2,1,1,-,-,-,-,-,-,1,1,-,-,-,-,4,4,-,-,-,-,54,26,28,2546,879,1667,337,162,175,407,105,302,86,41,45,51,19,32,145,20,125,469,114,355,298,116,182,172,51,121,19,10,9,7,2,5,62,19,43,26,16,10,13,9,4,47,11,36,39,11,28,8,3,5,6,4,2,43,25,18,36,28,8,12,3,9,7,6,1,10,1,9,7,6,1,31,13,18,-,-,-,13,2,11,1,-,1,9,3,6,1,-,1,6,2,4,57,22,35,2,2,-,7,4,3,2,1,1,1,1,-,-,-,-,2,2,-,8,2,6,2,1,1,8,-,8,2,-,2,6,3,3,2,-,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,2,1,1,1,-,1,-,-,-,2,1,1,-,-,-,-,-,-,1,1,-,-,-,-,4,4,-,-,-,-,68,32,36
"합계",노원구,4434,1875,2559,402,187,215,828,345,483,205,101,104,73,30,43,237,18,219,1167,477,690,348,164,184,87,17,70,39,27,12,84,49,35,82,55,27,32,19,13,16,8,8,118,79,39,83,16,67,11,8,3,12,11,1,37,22,15,42,17,25,29,15,14,11,10,1,12,5,7,20,11,9,35,20,15,6,6,-,14,2,12,4,3,1,21,4,17,3,1,2,13,7,6,146,39,107,2,-,2,30,7,23,5,1,4,3,3,-,1,1,-,5,4,1,11,5,6,-,-,-,19,10,9,8,3,5,8,5,3,9,2,7,1,-,1,3,1,2,6,6,-,4,1,3,3,1,2,10,5,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,5,2,3,1,1,-,4,1,3,4,2,2,74,40,34,4712,1982,2730,398,189,209,843,355,488,206,100,106,88,31,57,239,15,224,1199,476,723,350,159,191,86,17,69,40,27,13,86,46,40,91,60,31,34,21,13,39,29,10,166,130,36,105,13,92,34,16,18,11,10,1,38,24,14,43,19,24,31,16,15,10,9,1,13,5,8,22,11,11,40,25,15,6,6,-,17,2,15,4,3,1,32,5,27,3,1,2,14,7,7,183,46,137,1,-,1,29,7,22,9,1,8,3,3,-,6,4,2,4,4,-,17,6,11,-,-,-,18,10,8,7,2,5,8,3,5,11,1,10,3,1,2,8,4,4,6,6,-,4,1,3,4,1,3,6,3,3,1,-,1,-,-,-,-,-,-,-,-,-,1,1,-,5,3,2,4,4,-,4,1,3,5,2,3,77,41,36
"합계",은평구,4057,1608,2449,816,393,423,718,238,480,164,91,73,487,239,248,364,73,291,492,119,373,72,27,45,108,27,81,36,21,15,56,35,21,56,22,34,45,33,12,41,17,24,75,18,57,54,11,43,19,12,7,16,11,5,11,8,3,11,9,2,26,9,17,5,4,1,33,12,21,8,7,1,36,18,18,10,7,3,48,12,36,6,4,2,11,4,7,2,1,1,20,10,10,23,15,8,7,4,3,6,5,1,6,2,4,7,6,1,4,3,1,6,4,2,6,1,5,12,9,3,7,2,5,6,4,2,10,6,4,7,1,6,6,4,2,2,1,1,2,1,1,3,2,1,3,-,3,12,7,5,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,4,2,2,7,-,7,1,-,1,62,36,26,4099,1605,2494,806,380,426,735,240,495,158,88,70,489,237,252,369,75,294,497,121,376,77,30,47,113,29,84,35,20,15,53,35,18,54,21,33,48,33,15,44,17,27,78,17,61,52,11,41,25,14,11,16,11,5,15,11,4,13,11,2,30,9,21,5,4,1,31,11,20,9,7,2,34,17,17,17,11,6,44,12,32,6,4,2,10,4,6,3,1,2,20,10,10,23,12,11,7,4,3,6,5,1,6,2,4,7,6,1,3,2,1,7,4,3,7,1,6,12,10,2,7,1,6,6,4,2,12,7,5,9,1,8,6,4,2,2,1,1,1,1,-,6,3,3,3,-,3,7,5,2,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2,1,1,6,-,6,-,-,-,66,39,27
"합계",서대문구,13938,4332,9606,553,238,315,4581,1225,3356,756,327,429,1848,882,966,821,86,735,1551,414,1137,161,50,111,140,25,115,122,61,61,195,87,108,73,41,32,190,94,96,360,130,230,194,14,180,126,23,103,180,49,131,79,28,51,38,22,16,38,26,12,165,23,142,7,3,4,96,13,83,17,7,10,45,16,29,12,4,8,205,39,166,15,9,6,90,20,70,11,5,6,22,13,9,132,34,98,49,13,36,48,15,33,37,8,29,12,6,6,29,6,23,66,18,48,35,10,25,53,18,35,29,4,25,47,10,37,80,32,48,18,4,14,28,9,19,21,5,16,10,9,1,33,9,24,23,7,16,15,5,10,11,3,8,9,3,6,9,3,6,-,-,-,7,2,5,10,3,7,23,7,16,26,4,22,3,-,3,384,111,273,14398,4475,9923,573,245,328,4727,1267,3460,793,335,458,1850,861,989,845,96,749,1601,430,1171,165,48,117,148,24,124,119,61,58,209,98,111,72,40,32,192,88,104,388,151,237,191,14,177,130,21,109,170,47,123,70,26,44,45,27,18,40,26,14,189,33,156,11,6,5,106,14,92,13,6,7,43,14,29,10,4,6,216,40,176,19,10,9,100,22,78,11,5,6,26,14,12,181,48,133,52,14,38,48,17,31,32,9,23,13,7,6,31,7,24,62,18,44,44,9,35,48,19,29,29,5,24,51,11,40,84,37,47,14,3,11,20,5,15,18,4,14,12,10,2,41,11,30,27,11,16,16,6,10,7,2,5,9,3,6,7,2,5,-,-,-,9,-,9,11,3,8,25,10,15,27,5,22,2,-,2,406,126,280
"합계",마포구,11382,4047,7335,711,353,358,3249,973,2276,1230,491,739,1110,491,619,1141,386,755,659,183,476,78,28,50,102,26,76,103,62,41,152,76,76,37,19,18,154,86,68,409,151,258,194,33,161,179,39,140,172,70,102,58,26,32,37,22,15,25,13,12,115,23,92,3,2,1,66,14,52,19,9,10,34,11,23,96,47,49,181,31,150,24,16,8,45,9,36,12,8,4,26,12,14,32,8,24,54,15,39,25,12,13,36,10,26,22,13,9,41,10,31,70,20,50,30,14,16,73,28,45,12,-,12,35,18,17,77,30,47,17,7,10,20,8,12,9,5,4,3,3,-,29,11,18,27,7,20,21,16,5,13,3,10,1,1,-,2,-,2,1,-,1,1,1,-,8,3,5,15,7,8,27,13,14,2,-,2,258,74,184,11465,4083,7382,710,357,353,3245,977,2268,1187,492,695,1103,485,618,1131,385,746,660,180,480,80,30,50,104,26,78,105,61,44,161,77,84,48,22,26,157,88,69,448,156,292,196,36,160,182,42,140,185,71,114,61,26,35,41,25,16,26,13,13,114,20,94,3,2,1,65,13,52,23,11,12,34,11,23,124,58,66,181,33,148,25,17,8,45,8,37,10,7,3,26,13,13,37,10,27,56,19,37,19,10,9,32,10,22,22,13,9,49,12,37,77,18,59,31,13,18,69,24,45,12,-,12,42,21,21,83,28,55,16,6,10,17,9,8,11,6,5,4,3,1,35,12,23,27,7,20,21,16,5,17,4,13,1,1,-,4,-,4,2,-,2,1,1,-,8,3,5,16,6,10,25,12,13,2,-,2,249,77,172
"합계",양천구,3190,1316,1874,1193,616,577,529,173,356,160,69,91,153,83,70,148,17,131,279,72,207,86,35,51,113,22,91,36,20,16,14,7,7,33,15,18,44,18,26,20,15,5,40,4,36,39,18,21,6,2,4,17,10,7,7,4,3,15,11,4,23,14,9,3,1,2,6,2,4,3,3,-,27,7,20,-,-,-,16,3,13,6,2,4,29,12,17,-,-,-,13,4,9,15,5,10,5,2,3,3,1,2,3,2,1,11,7,4,6,3,3,3,2,1,4,2,2,3,2,1,5,-,5,3,1,2,3,1,2,2,-,2,-,-,-,-,-,-,1,1,-,2,1,1,3,-,3,8,5,3,3,1,2,-,-,-,-,-,-,-,-,-,2,-,2,5,2,3,1,-,1,8,3,5,-,-,-,33,16,17,3224,1326,1898,1203,620,583,540,178,362,165,66,99,152,80,72,147,18,129,283,74,209,93,39,54,111,22,89,35,19,16,13,7,6,32,14,18,44,19,25,24,14,10,41,4,37,38,20,18,7,2,5,17,10,7,7,4,3,12,9,3,25,15,10,3,1,2,7,2,5,3,3,-,28,8,20,-,-,-,14,4,10,6,2,4,27,11,16,-,-,-,16,5,11,14,5,9,6,2,4,3,1,2,3,2,1,11,7,4,6,3,3,4,2,2,3,1,2,4,2,2,6,-,6,3,1,2,3,1,2,2,1,1,-,-,-,-,-,-,-,-,-,1,-,1,3,-,3,8,5,3,3,1,2,-,-,-,-,-,-,-,-,-,1,-,1,5,2,3,1,-,1,9,3,6,-,-,-,32,17,15
"합계",강서구,5639,2470,3169,1719,860,859,1012,329,683,201,89,112,269,119,150,374,53,321,462,148,314,90,23,67,133,24,109,57,43,14,54,42,12,72,41,31,62,33,29,32,20,12,193,108,85,115,37,78,22,14,8,32,26,6,15,9,6,28,17,11,35,13,22,11,7,4,33,25,8,12,8,4,80,51,29,1,-,1,35,10,25,14,12,2,22,6,16,8,6,2,11,6,5,141,105,36,4,2,2,6,5,1,20,13,7,11,5,6,2,2,-,18,16,2,18,8,10,5,4,1,5,1,4,9,8,1,12,12,-,9,2,7,7,5,2,2,2,-,12,9,3,8,6,2,6,3,3,23,23,-,7,5,2,-,-,-,2,2,-,-,-,-,-,-,-,1,-,1,3,1,2,14,4,10,1,-,1,89,48,41,5768,2516,3252,1728,861,867,1040,340,700,205,94,111,260,116,144,375,52,323,463,149,314,105,28,77,136,24,112,59,44,15,55,43,12,94,56,38,68,35,33,41,22,19,196,109,87,116,35,81,26,16,10,30,25,5,13,8,5,31,17,14,35,13,22,11,7,4,31,26,5,12,8,4,82,52,30,-,-,-,34,9,25,15,12,3,28,8,20,6,5,1,14,6,8,148,109,39,6,2,4,7,5,2,23,13,10,12,5,7,3,2,1,18,16,2,21,11,10,6,5,1,6,2,4,9,8,1,15,13,2,10,2,8,6,4,2,3,2,1,11,8,3,9,5,4,10,4,6,22,22,-,6,4,2,-,-,-,2,2,-,-,-,-,-,-,-,1,-,1,1,1,-,13,4,9,1,-,1,90,47,43
"합계",구로구,22886,12207,10679,15704,9318,6386,5137,2061,3076,103,41,62,148,61,87,216,33,183,462,175,287,87,33,54,126,45,81,24,17,7,42,27,15,50,28,22,26,12,14,43,13,30,76,6,70,46,12,34,12,5,7,14,11,3,20,13,7,32,25,7,33,12,21,4,3,1,46,23,23,23,21,2,34,15,19,1,1,-,22,2,20,7,5,2,43,21,22,15,13,2,3,2,1,132,87,45,6,2,4,3,3,-,3,2,1,5,2,3,6,3,3,6,3,3,14,4,10,-,-,-,11,2,9,7,-,7,5,3,2,2,1,1,1,1,-,-,-,-,1,1,-,2,1,1,5,1,4,5,3,2,1,-,1,-,-,-,4,-,4,-,-,-,1,1,-,-,-,-,-,-,-,4,2,2,3,2,1,60,29,31,23246,12374,10872,15855,9417,6438,5303,2124,3179,104,41,63,142,62,80,235,37,198,463,168,295,98,40,58,124,43,81,24,17,7,41,27,14,46,28,18,31,14,17,36,11,25,72,6,66,49,11,38,15,6,9,12,9,3,24,16,8,34,27,7,36,14,22,4,3,1,48,23,25,26,22,4,31,14,17,1,1,-,21,2,19,7,6,1,45,22,23,15,14,1,4,1,3,129,81,48,8,4,4,5,4,1,4,3,1,6,3,3,4,2,2,8,3,5,17,3,14,2,-,2,10,2,8,7,-,7,7,3,4,2,1,1,2,1,1,-,-,-,1,1,-,2,1,1,7,1,6,5,3,2,1,-,1,-,-,-,4,-,4,-,-,-,1,1,-,-,-,-,1,-,1,8,3,5,3,2,1,56,26,30
"합계",금천구,13465,7094,6371,9243,5371,3872,2618,1045,1573,53,24,29,89,36,53,140,17,123,438,146,292,117,53,64,125,56,69,13,7,6,20,15,5,40,20,20,10,4,6,27,11,16,69,18,51,29,10,19,4,1,3,4,3,1,28,19,9,24,22,2,27,12,15,2,1,1,3,1,2,12,10,2,68,44,24,-,-,-,11,-,11,2,2,-,13,5,8,22,20,2,-,-,-,92,83,9,2,-,2,9,1,8,8,3,5,2,1,1,1,-,1,5,2,3,5,-,5,4,1,3,12,3,9,2,1,1,6,3,3,11,1,10,-,-,-,-,-,-,1,1,-,-,-,-,2,1,1,4,1,3,1,-,1,-,-,-,-,-,-,-,-,-,3,1,2,3,1,2,1,-,1,8,3,5,-,-,-,32,14,18,13624,7178,6446,9298,5403,3895,2670,1063,1607,51,23,28,89,36,53,146,18,128,445,154,291,122,54,68,122,52,70,15,7,8,22,15,7,36,17,19,10,4,6,34,14,20,77,24,53,31,11,20,3,-,3,4,3,1,30,21,9,22,20,2,27,12,15,2,1,1,5,2,3,11,9,2,67,44,23,-,-,-,11,1,10,2,2,-,16,7,9,23,21,2,1,1,-,101,93,8,2,-,2,8,1,7,10,5,5,2,1,1,-,-,-,5,2,3,9,1,8,5,1,4,11,3,8,1,-,1,7,3,4,10,1,9,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,4,1,3,2,1,1,-,-,-,-,-,-,-,-,-,3,1,2,3,1,2,-,-,-,7,3,4,-,-,-,40,19,21
"합계",영등포구,22704,11682,11022,15015,8415,6600,4860,1989,2871,241,122,119,341,169,172,297,39,258,391,125,266,79,27,52,74,23,51,53,33,20,51,39,12,48,28,20,51,23,28,67,44,23,97,50,47,80,18,62,27,14,13,23,18,5,96,78,18,24,21,3,244,116,128,1,1,-,42,22,20,11,11,-,37,30,7,3,2,1,62,14,48,6,5,1,17,5,12,15,12,3,8,7,1,64,39,25,13,5,8,7,5,2,17,6,11,12,7,5,5,2,3,18,8,10,26,18,8,9,4,5,10,6,4,6,3,3,16,8,8,8,-,8,9,5,4,5,2,3,1,1,-,8,3,5,4,-,4,6,6,-,1,1,-,-,-,-,1,1,-,-,-,-,4,2,2,-,-,-,2,2,-,10,4,6,-,-,-,81,44,37,23006,11767,11239,15131,8444,6687,4977,2022,2955,250,126,124,347,169,178,304,41,263,394,134,260,88,34,54,75,25,50,58,37,21,48,37,11,54,33,21,53,23,30,73,43,30,105,53,52,85,18,67,29,11,18,24,18,6,119,87,32,21,18,3,205,96,109,2,2,-,42,23,19,11,11,-,38,30,8,10,8,2,61,12,49,5,4,1,19,3,16,14,12,2,8,7,1,68,43,25,10,3,7,7,5,2,16,6,10,11,5,6,8,3,5,19,5,14,36,25,11,8,5,3,9,4,5,7,4,3,18,9,9,8,-,8,7,5,2,5,2,3,1,1,-,6,3,3,4,-,4,6,6,-,2,2,-,-,-,-,1,1,-,-,-,-,3,1,2,-,-,-,3,2,1,10,4,6,-,-,-,83,42,41
"합계",동작구,10586,4342,6244,2955,1529,1426,3267,1185,2082,229,120,109,184,44,140,344,32,312,1624,488,1136,150,51,99,61,13,48,38,24,14,76,43,33,117,83,34,46,25,21,135,69,66,85,29,56,108,21,87,76,26,50,14,7,7,31,12,19,60,38,22,55,15,40,12,7,5,17,3,14,29,27,2,22,12,10,1,-,1,32,5,27,9,9,-,23,5,18,16,11,5,5,2,3,51,10,41,8,3,5,14,7,7,8,3,5,4,3,1,10,5,5,20,8,12,10,3,7,21,10,11,10,3,7,6,1,5,27,15,12,18,5,13,6,1,5,13,7,6,9,9,-,5,2,3,15,4,11,18,8,10,4,1,3,2,2,-,3,-,3,-,-,-,3,2,1,16,7,9,7,2,5,22,12,10,4,3,1,431,271,160,10945,4470,6475,2957,1542,1415,3293,1200,2093,234,122,112,170,44,126,380,34,346,1759,509,1250,195,73,122,64,16,48,41,24,17,78,43,35,129,91,38,53,24,29,135,71,64,88,30,58,129,25,104,91,37,54,14,7,7,36,14,22,66,44,22,53,17,36,8,5,3,19,3,16,28,26,2,24,13,11,1,-,1,28,6,22,12,9,3,35,8,27,16,12,4,7,3,4,63,7,56,8,3,5,15,6,9,12,3,9,3,2,1,11,6,5,20,6,14,14,3,11,22,11,11,12,4,8,7,1,6,27,13,14,16,5,11,3,2,1,5,3,2,7,6,1,8,6,2,13,3,10,20,9,11,-,-,-,3,2,1,1,-,1,-,-,-,3,3,-,17,7,10,6,2,4,24,12,12,2,2,-,460,291,169
"합계",관악구,15410,6190,9220,5567,2888,2679,2745,914,1831,374,143,231,194,54,140,544,72,472,1191,334,857,724,219,505,157,28,129,77,38,39,228,107,121,302,210,92,116,50,66,241,88,153,174,27,147,282,50,232,133,58,75,40,17,23,109,69,40,72,42,30,219,61,158,17,11,6,127,43,84,78,66,12,76,41,35,6,1,5,80,11,69,16,10,6,102,27,75,35,22,13,25,11,14,134,38,96,27,5,22,74,21,53,51,19,32,12,8,4,21,7,14,52,11,41,83,21,62,34,21,13,32,8,24,25,11,14,48,14,34,39,2,37,12,8,4,14,2,12,17,15,2,21,11,10,22,5,17,33,20,13,15,6,9,3,1,2,11,4,7,3,-,3,5,2,3,18,3,15,11,7,4,62,15,47,2,-,2,478,193,285,15927,6375,9552,5629,2914,2715,2777,924,1853,367,141,226,199,57,142,570,75,495,1253,343,910,825,265,560,155,28,127,78,41,37,239,115,124,335,236,99,127,55,72,230,84,146,175,24,151,317,54,263,144,62,82,40,18,22,103,63,40,69,40,29,224,69,155,20,13,7,128,44,84,80,65,15,77,47,30,6,1,5,74,9,65,13,7,6,102,24,78,35,22,13,30,14,16,157,43,114,32,11,21,82,24,58,55,19,36,15,8,7,27,9,18,58,13,45,93,25,68,40,21,19,35,10,25,26,12,14,69,13,56,39,4,35,18,10,8,10,1,9,17,15,2,28,9,19,26,8,18,30,18,12,19,6,13,4,1,3,12,2,10,3,-,3,7,2,5,17,2,15,10,7,3,66,18,48,3,-,3,508,210,298
"합계",서초구,4362,2087,2275,405,180,225,651,295,356,733,408,325,118,41,77,310,105,205,129,41,88,41,15,26,83,13,70,106,64,42,93,61,32,50,28,22,130,67,63,494,304,190,76,15,61,68,16,52,59,32,27,48,33,15,18,15,3,8,6,2,31,11,20,5,3,2,29,14,15,4,2,2,10,7,3,28,20,8,24,4,20,13,7,6,30,15,15,4,3,1,15,4,11,16,8,8,19,10,9,11,4,7,12,8,4,10,8,2,24,17,7,53,20,33,39,16,23,23,14,9,3,-,3,11,3,8,30,14,16,13,4,9,2,1,1,3,1,2,-,-,-,26,14,12,13,8,5,13,8,5,5,3,2,-,-,-,5,4,1,6,3,3,12,5,7,3,1,2,16,6,10,7,1,6,1,-,1,173,77,96,4414,2100,2314,397,174,223,667,318,349,732,406,326,122,44,78,314,100,214,144,43,101,38,16,22,75,8,67,116,67,49,96,63,33,52,26,26,127,65,62,483,297,186,78,17,61,67,16,51,73,28,45,52,34,18,17,14,3,7,6,1,26,8,18,4,2,2,32,16,16,5,3,2,11,7,4,23,16,7,25,4,21,12,6,6,37,17,20,4,3,1,16,5,11,17,8,9,18,11,7,12,4,8,15,10,5,10,8,2,21,15,6,58,24,34,41,17,24,29,15,14,3,1,2,13,4,9,34,16,18,12,4,8,1,-,1,3,1,2,-,-,-,26,14,12,14,8,6,8,5,3,4,3,1,-,-,-,26,16,10,7,4,3,9,3,6,3,1,2,13,6,7,5,1,4,-,-,-,160,72,88
"합계",강남구,5334,2452,2882,419,156,263,933,467,466,913,467,446,148,63,85,533,226,307,225,85,140,73,14,59,74,23,51,171,89,82,87,56,31,66,45,21,136,57,79,147,75,72,157,73,84,179,49,130,72,28,44,49,36,13,16,13,3,24,22,2,51,11,40,-,-,-,18,9,9,11,8,3,31,28,3,14,10,4,44,16,28,10,3,7,46,19,27,5,4,1,54,22,32,45,23,22,35,19,16,18,6,12,41,19,22,23,9,14,20,13,7,28,13,15,51,25,26,16,7,9,5,1,4,8,3,5,28,18,10,49,6,43,7,4,3,4,2,2,-,-,-,16,13,3,11,2,9,4,3,1,10,4,6,-,-,-,7,1,6,1,-,1,4,3,1,3,1,2,8,5,3,14,3,11,-,-,-,172,75,97,5409,2471,2938,438,170,268,923,453,470,907,463,444,153,65,88,535,230,305,243,93,150,69,10,59,77,28,49,171,89,82,83,53,30,74,54,20,149,65,84,150,77,73,165,69,96,178,49,129,74,27,47,50,37,13,19,16,3,23,21,2,50,11,39,1,-,1,21,7,14,11,8,3,31,28,3,15,11,4,44,15,29,10,3,7,46,17,29,5,4,1,47,19,28,45,23,22,29,14,15,21,8,13,39,17,22,22,9,13,19,12,7,34,14,20,53,20,33,15,7,8,5,2,3,11,3,8,38,20,18,46,6,40,12,6,6,5,3,2,-,-,-,11,9,2,13,3,10,5,5,-,12,4,8,-,-,-,8,2,6,1,-,1,5,4,1,3,1,2,11,6,5,12,2,10,-,-,-,172,79,93
"합계",송파구,5771,2568,3203,1944,978,966,954,357,597,558,240,318,142,45,97,332,108,224,317,94,223,98,41,57,95,27,68,94,48,46,148,87,61,65,46,19,119,65,54,63,39,24,113,45,68,60,21,39,39,23,16,31,18,13,20,20,-,3,2,1,25,1,24,1,1,-,16,5,11,5,4,1,33,21,12,44,26,18,27,5,22,20,14,6,27,8,19,13,6,7,38,11,27,40,32,8,26,9,17,9,5,4,10,5,5,7,-,7,2,-,2,12,7,5,17,8,9,1,-,1,5,4,1,10,4,6,9,3,6,30,7,23,6,4,2,4,3,1,-,-,-,7,3,4,4,2,2,7,4,3,3,-,3,-,-,-,4,1,3,1,1,-,1,-,1,4,-,4,2,-,2,10,6,4,1,1,-,95,53,42,5859,2634,3225,1980,997,983,956,363,593,574,261,313,143,47,96,325,105,220,314,95,219,103,46,57,96,27,69,89,47,42,155,89,66,65,45,20,116,61,55,65,41,24,115,45,70,64,21,43,42,24,18,32,19,13,21,20,1,5,2,3,25,1,24,1,1,-,17,5,12,5,4,1,32,21,11,53,34,19,29,4,25,22,15,7,32,12,20,13,6,7,42,13,29,41,31,10,25,8,17,9,5,4,10,5,5,11,3,8,2,1,1,15,9,6,20,9,11,1,-,1,5,4,1,10,4,6,11,4,7,28,7,21,6,4,2,3,2,1,-,-,-,5,3,2,2,-,2,10,7,3,3,-,3,-,-,-,5,2,3,1,1,-,1,-,1,4,-,4,1,-,1,9,6,3,1,1,-,89,47,42
"합계",강동구,4068,1812,2256,1340,688,652,610,188,422,209,79,130,77,26,51,208,32,176,387,118,269,217,97,120,95,21,74,32,17,15,33,22,11,131,96,35,44,20,24,19,11,8,85,33,52,56,24,32,16,6,10,21,13,8,18,15,3,26,21,5,13,8,5,-,-,-,12,5,7,12,9,3,82,70,12,10,2,8,16,4,12,5,2,3,21,10,11,15,14,1,22,10,12,60,54,6,3,1,2,4,3,1,3,1,2,9,6,3,4,1,3,7,3,4,49,42,7,3,2,1,12,5,7,7,4,3,9,1,8,6,1,5,-,-,-,-,-,-,1,1,-,-,-,-,3,1,2,2,-,2,-,-,-,-,-,-,4,2,2,-,-,-,1,1,-,3,2,1,-,-,-,7,3,4,-,-,-,39,17,22,4151,1814,2337,1357,688,669,631,195,436,215,79,136,79,26,53,206,29,177,395,117,278,220,97,123,95,21,74,34,18,16,30,21,9,139,102,37,47,22,25,26,14,12,79,28,51,60,23,37,15,5,10,18,12,6,18,15,3,25,20,5,13,8,5,-,-,-,14,4,10,13,10,3,78,66,12,13,5,8,20,5,15,6,3,3,27,12,15,12,12,-,24,10,14,55,49,6,5,2,3,4,3,1,3,1,2,9,6,3,4,1,3,8,4,4,52,40,12,3,2,1,13,6,7,9,4,5,8,1,7,7,1,6,1,1,-,-,-,-,1,1,-,1,-,1,3,1,2,2,-,2,-,-,-,-,-,-,4,2,2,-,-,-,1,1,-,3,2,1,-,-,-,7,3,4,-,-,-,39,16,23
