자치구(1),경제활동별(1),2021,2021.1,2021.2,2021.3,2021.4,2021.5,2021.6,2021.7
자치구(1),경제활동별(1),산출액(①),중간소비(②),지역내 총부가가치(③=①-②),고정자본소모(④),순기타 생산세(⑤),지역내 요소소득(⑥=③-④-⑤),산출액(2015년 기준년 연쇄가격),지역내총부가가치(2015년 기준년 연쇄가격)
종로구,총부가가치(기초가격),60600102,29229302,31370800,4605116,624527,26141157,56395132,29220243
종로구,농·림·어업,21216,13795,7422,1182,119,6121,19496,8596
종로구,광업,37394,28847,8547,8250,199,98,36904,12687
종로구,제조업,1639870,1213427,426443,76839,14863,334742,1533319,403305
종로구,"전기, 가스, 증기 및 공기조절 공급업",274444,224509,49934,34783,497,14654,302855,92680
종로구,건설업,825125,505878,319247,16485,3634,299127,693253,258608
종로구,도매 및 소매업,5696733,3023619,2673115,207118,29787,2436210,5512034,2666794
종로구,운수 및 창고업,3051645,2049844,1001801,233721,9333,758747,2488854,756109
종로구,숙박 및 음식점업,1806430,1313984,492446,33680,13322,445444,1570328,429454
종로구,정보통신업,5213123,1940075,3273048,735325,11992,2525730,4863057,3023596
종로구,금융 및 보험업,16862913,7029393,9833520,876392,123309,8833819,16731681,9916414
종로구,부동산업,3156334,1237167,1919167,383690,392070,1143407,2973089,1886564
종로구,사업서비스업,9511206,5832177,3679029,375987,13928,3289114,8709895,3274022
종로구,"공공행정,국방 및 사회보장행정",7357828,2427864,4929964,1217446,117,3712401,6365526,4135970
종로구,교육서비스업,1239472,361447,878025,127506,1340,749179,1139389,806026
종로구,보건업 및 사회복지서비스업,2751987,1433601,1318386,120475,1546,1196365,2558818,1201441
종로구,문화 및 기타 서비스업,1154381,593673,560708,156236,8471,396001,1081321,523718
중구,총부가가치(기초가격),98414663,45251834,53162829,7882114,670115,44610599,93997232,51551699
중구,농·림·어업,50,12,38,4,9,25,53,39
중구,광업,68,39,28,5,0,23,60,29
중구,제조업,3628128,2421496,1206633,156429,12539,1037664,3311244,1111255
중구,"전기, 가스, 증기 및 공기조절 공급업",317933,256957,60976,42334,576,18067,348869,112535
중구,건설업,1314664,806500,508164,26841,5791,475532,1105777,412801
중구,도매 및 소매업,13747184,7130111,6617073,514201,71880,6030992,13304250,6594374
중구,운수 및 창고업,4856782,3084473,1772309,560330,14853,1197126,4270260,1517211
중구,숙박 및 음식점업,2749549,1915802,833748,160398,20278,653072,2466448,767361
중구,정보통신업,13076875,6591233,6485642,2455272,29363,4001007,13180127,6918695
중구,금융 및 보험업,36966200,12847413,24118787,1995653,268865,21854269,36463956,24015811
중구,부동산업,1758275,639205,1119070,307628,218395,593048,1654713,1085447
중구,사업서비스업,12440440,6909457,5530983,528925,17974,4984084,11389819,4946779
중구,"공공행정,국방 및 사회보장행정",3685934,855690,2830245,822467,58,2007720,3209749,2404605
중구,교육서비스업,1035913,312602,723312,105818,1344,616150,950466,663179
중구,보건업 및 사회복지서비스업,1589402,795239,794163,79328,421,714414,1478744,728854
중구,문화 및 기타 서비스업,1247265,685607,561658,126481,7767,427410,1165260,517575
용산구,총부가가치(기초가격),24458601,12389111,12069490,2335871,390020,9343599,22724307,11216274
용산구,농·림·어업,17145,11510,5635,1005,-30,4661,15640,7007
용산구,광업,-,-,-,-,-,-,-,-
용산구,제조업,661279,483923,177356,47134,4648,125574,637073,167332
용산구,"전기, 가스, 증기 및 공기조절 공급업",256683,210934,45749,31910,465,13374,284536,85478
용산구,건설업,726775,446550,280225,13922,3201,263101,610372,226077
용산구,도매 및 소매업,4737282,2486946,2250336,174607,24770,2050959,4584216,2243699
용산구,운수 및 창고업,672727,391259,281468,116373,2057,163038,616579,264108
용산구,숙박 및 음식점업,1432839,1034815,398023,36333,10567,351123,1252357,350965
용산구,정보통신업,2777710,1278173,1499537,495227,6294,998016,2722427,1522713
용산구,금융 및 보험업,1156562,635879,520683,48213,8440,464030,1108110,487382
용산구,부동산업,2519265,765653,1753612,579454,312931,861227,2368059,1682083
용산구,사업서비스업,5273299,3089328,2183971,199978,7753,1976239,4806849,1923204
용산구,"공공행정,국방 및 사회보장행정",1923473,486552,1436921,361180,31,1075710,1651685,1205316
용산구,교육서비스업,521098,152112,368986,53595,567,314824,479225,339010
용산구,보건업 및 사회복지서비스업,734361,377360,357002,33695,338,322969,682804,326389
용산구,문화 및 기타 서비스업,1048102,538115,509987,143245,7988,358754,974432,468348
성동구,총부가가치(기초가격),27592081,14945057,12647023,2163599,348914,10134510,25541795,11588912
성동구,농·림·어업,919,531,388,36,26,325,825,352
성동구,광업,403,235,168,32,2,134,360,172
성동구,제조업,6324613,4789817,1534796,329271,37185,1168340,5965462,1445003
성동구,"전기, 가스, 증기 및 공기조절 공급업",308000,248910,59090,41023,558,17509,339290,109516
성동구,건설업,1390550,851850,538701,27250,6125,505326,1167816,435539
성동구,도매 및 소매업,5361565,2742843,2618722,203829,28034,2386858,5190227,2611926
성동구,운수 및 창고업,745842,443726,302116,117895,2281,181940,682679,280052
성동구,숙박 및 음식점업,936365,685053,251312,12342,6906,232065,810689,217272
성동구,정보통신업,2412249,955476,1456773,374749,5525,1076499,2232817,1333749
성동구,금융 및 보험업,394354,162961,231393,18778,2858,209757,380340,221183
성동구,부동산업,1968261,569109,1399153,486185,244488,668480,1848363,1337216
성동구,사업서비스업,4495262,2039575,2455686,265709,6218,2183760,3966692,2077686
성동구,"공공행정,국방 및 사회보장행정",236620,52816,183804,54046,4,129755,206031,156112
성동구,교육서비스업,1080537,309572,770965,111549,1050,658365,994306,708455
성동구,보건업 및 사회복지서비스업,882406,454883,427523,40056,427,387040,820394,390517
성동구,문화 및 기타 서비스업,1054133,637700,416433,80848,7228,328358,933335,345315
광진구,총부가가치(기초가격),12218176,6191149,6027026,1063901,210639,4752487,11288405,5553429
광진구,농·림·어업,271,124,147,15,22,110,252,140
광진구,광업,-,-,-,-,-,-,-,-
광진구,제조업,1105831,866738,239093,50924,4599,183570,1041045,215895
광진구,"전기, 가스, 증기 및 공기조절 공급업",309964,256865,53099,37135,562,15402,343754,98786
광진구,건설업,918315,565990,352326,17322,4045,330959,772549,284733
광진구,도매 및 소매업,1687536,861870,825666,64278,8824,752564,1632982,821839
광진구,운수 및 창고업,327555,188732,138824,58642,1002,79180,298000,128853
광진구,숙박 및 음식점업,1147662,822509,325153,37329,8464,279360,1012288,291931
광진구,정보통신업,420792,179882,240910,68369,961,171580,395076,226462
광진구,금융 및 보험업,337209,131676,205533,16141,2438,186954,321653,192980
광진구,부동산업,1380588,386348,994240,349371,171492,473376,1296489,948575
광진구,사업서비스업,1504605,667123,837482,80586,2056,754840,1347480,726357
광진구,"공공행정,국방 및 사회보장행정",277724,66527,211197,60760,4,150433,241430,178873
광진구,교육서비스업,980204,268604,711600,102061,692,608847,904343,655446
광진구,보건업 및 사회복지서비스업,1242458,639393,603065,56728,585,545752,1155162,551126
광진구,문화 및 기타 서비스업,577460,288769,288692,64238,4892,219561,522265,253582
동대문구,총부가가치(기초가격),14846077,7817713,7028364,1153920,233087,5641357,13767039,6482126
동대문구,농·림·어업,306,168,138,13,13,112,276,127
동대문구,광업,160,85,75,10,1,64,125,58
동대문구,제조업,2203564,1756757,446807,101622,9090,336095,2090199,411870
동대문구,"전기, 가스, 증기 및 공기조절 공급업",284327,235868,48459,33902,515,14042,315720,90391
동대문구,건설업,1338557,824792,513765,25288,5896,482581,1126038,414979
동대문구,도매 및 소매업,2435940,1255779,1180160,91775,12737,1075648,2357882,1176082
동대문구,운수 및 창고업,370032,216569,153463,62487,1132,89844,338404,142883
동대문구,숙박 및 음식점업,835331,609850,225481,12675,6160,206645,725248,196284
동대문구,정보통신업,219722,109050,110672,37769,499,72403,211950,109446
동대문구,금융 및 보험업,547479,257155,290324,25531,3991,260802,530841,279171
동대문구,부동산업,1483864,437703,1046161,359561,184317,502283,1393932,1000782
동대문구,사업서비스업,1348569,565263,783306,65134,1836,716335,1185933,657164
동대문구,"공공행정,국방 및 사회보장행정",301202,73682,227520,64994,5,162522,261927,192878
동대문구,교육서비스업,1279699,342275,937424,133842,725,802857,1182510,864686
동대문구,보건업 및 사회복지서비스업,1556696,803445,753251,70379,767,682106,1447690,687867
동대문구,문화 및 기타 서비스업,640629,329270,311359,68938,5405,237015,578129,273011
중랑구,총부가가치(기초가격),9669808,5214270,4455538,847735,163320,3444484,8943417,4124146
중랑구,농·림·어업,4158,2383,1774,167,127,1480,3734,1612
중랑구,광업,1243,725,518,97,7,414,1107,535
중랑구,제조업,1526737,1209802,316935,78237,6068,232629,1448980,290961
중랑구,"전기, 가스, 증기 및 공기조절 공급업",285842,240182,45660,32090,518,13052,319641,85437
중랑구,건설업,1026245,632491,393754,19100,4520,370134,863557,317225
중랑구,도매 및 소매업,1277775,649681,628094,48922,6681,572490,1236527,625143
중랑구,운수 및 창고업,498517,281870,216648,95250,1525,119873,453067,201735
중랑구,숙박 및 음식점업,654347,478459,175888,8970,4826,162092,566518,152003
중랑구,정보통신업,209162,101993,107169,33896,477,72796,201229,105237
중랑구,금융 및 보험업,169242,67358,101884,8555,1231,92097,164449,98964
중랑구,부동산업,1055102,301761,753342,259879,131061,362401,990351,718937
중랑구,사업서비스업,578869,247627,331242,34385,814,296043,519564,287885
중랑구,"공공행정,국방 및 사회보장행정",248963,55090,193873,57149,4,136720,216715,164582
중랑구,교육서비스업,610276,178536,431740,62739,672,368328,561085,396527
중랑구,보건업 및 사회복지서비스업,991197,503247,487949,47293,368,440288,921682,446992
중랑구,문화 및 기타 서비스업,532134,263065,269069,61002,4420,203647,476057,232584
성북구,총부가가치(기초가격),11070628,5138333,5932295,1085398,209710,4637187,10216145,5454586
성북구,농·림·어업,849,384,465,46,72,347,789,444
성북구,광업,-,-,-,-,-,-,-,-
성북구,제조업,634539,498308,136232,30633,3250,102349,613798,132953
성북구,"전기, 가스, 증기 및 공기조절 공급업",351942,295044,56898,39954,638,16306,392985,106470
성북구,건설업,765628,472910,292718,13851,3372,275495,644102,236127
성북구,도매 및 소매업,1149339,575205,574134,44798,6010,523326,1112185,570809
성북구,운수 및 창고업,273963,154296,119667,53024,838,65805,248342,110965
성북구,숙박 및 음식점업,826958,604696,222261,11305,6099,204857,716227,192274
성북구,정보통신업,321044,146257,174786,54102,733,119951,303301,164912
성북구,금융 및 보험업,212163,69780,142383,11749,1543,129091,211335,143936
성북구,부동산업,1455859,386807,1069052,394240,180842,493971,1366493,1016533
성북구,사업서비스업,1312599,515014,797585,77288,1587,718710,1157056,672459
성북구,"공공행정,국방 및 사회보장행정",270091,61068,209023,61230,4,147788,235077,177414
성북구,교육서비스업,1684387,441881,1242506,176782,769,1064955,1557878,1146836
성북구,보건업 및 사회복지서비스업,1332709,680860,651849,62331,556,588962,1239256,596384
성북구,문화 및 기타 서비스업,478559,235824,242736,54065,3397,185274,431238,211144
강북구,총부가가치(기초가격),6544423,3396489,3147933,585002,112359,2450572,6054634,2904512
강북구,농·림·어업,973,395,578,58,103,416,921,559
강북구,광업,-,-,-,-,-,-,-,-
강북구,제조업,425288,329969,95320,22170,2373,70777,406573,88951
강북구,"전기, 가스, 증기 및 공기조절 공급업",247641,208819,38823,27323,449,11051,277105,72620
강북구,건설업,576791,355134,221657,10831,2541,208285,486512,178398
강북구,도매 및 소매업,684238,337607,346631,27088,3578,315965,662300,344531
강북구,운수 및 창고업,288000,162277,125723,55656,881,69186,261273,116752
강북구,숙박 및 음식점업,615879,449309,166570,9768,4542,152260,533775,144309
강북구,정보통신업,169874,69910,99965,26553,390,73021,156430,91951
강북구,금융 및 보험업,544578,318341,226237,21269,3972,200996,518527,207678
강북구,부동산업,716711,197402,519309,183099,89028,247181,673106,495262
강북구,사업서비스업,393021,170432,222590,22706,571,199313,359239,199049
강북구,"공공행정,국방 및 사회보장행정",229423,52356,177067,51726,4,125337,199683,150335
강북구,교육서비스업,402500,112171,290329,41776,324,248229,371072,267291
강북구,보건업 및 사회복지서비스업,845823,431150,414673,39847,339,374487,786636,379709
강북구,문화 및 기타 서비스업,403683,201218,202465,45133,3266,154067,361757,175394
도봉구,총부가가치(기초가격),6493901,3280247,3213654,673580,126233,2413841,5996247,2975943
도봉구,농·림·어업,2037,1055,982,95,113,774,1855,915
도봉구,광업,-,-,-,-,-,-,-,-
도봉구,제조업,403649,313572,90077,22096,2530,65452,380900,84277
도봉구,"전기, 가스, 증기 및 공기조절 공급업",252961,213892,39069,27526,458,11084,283469,73076
도봉구,건설업,657188,403686,253502,12452,2895,238155,553990,203729
도봉구,도매 및 소매업,747403,372277,375126,29285,3908,341933,723566,373142
도봉구,운수 및 창고업,331637,185921,145716,65145,1014,79557,300784,135532
도봉구,숙박 및 음식점업,470688,343972,126716,6706,3471,116539,407646,109614
도봉구,정보통신업,106042,52823,53219,19869,239,33111,105218,55558
도봉구,금융 및 보험업,121072,52387,68684,6113,885,61687,119999,69070
도봉구,부동산업,853984,230185,623799,220690,106081,297027,801736,594354
도봉구,사업서비스업,595654,303145,292509,66932,862,224715,536413,258025
도봉구,"공공행정,국방 및 사회보장행정",341689,88463,253225,70854,5,182366,296692,214049
도봉구,교육서비스업,470512,132076,338436,48767,399,289270,433441,311259
도봉구,보건업 및 사회복지서비스업,706406,354474,351932,34950,202,316780,657059,322960
도봉구,문화 및 기타 서비스업,432981,232318,200663,42100,3170,155393,386180,171623
노원구,총부가가치(기초가격),11804887,5600969,6203918,1161664,241219,4801035,10937066,5742857
노원구,농·림·어업,2367,1168,1199,118,157,924,2171,1129
노원구,광업,-,-,-,-,-,-,-,-
노원구,제조업,532385,390165,142220,33839,3538,104843,515861,136670
노원구,"전기, 가스, 증기 및 공기조절 공급업",390501,328591,61910,43535,708,17668,436972,115991
노원구,건설업,545709,336135,209573,9471,2404,197699,459111,169105
노원구,도매 및 소매업,1124884,554535,570349,44574,5882,519893,1088539,566577
노원구,운수 및 창고업,514674,291375,223299,97924,1574,123801,468002,208235
노원구,숙박 및 음식점업,917024,671237,245787,11654,6763,227371,793198,211967
노원구,정보통신업,195964,88559,107405,33314,446,73645,188971,106768
노원구,금융 및 보험업,756750,407437,349313,31355,5511,312447,729869,332133
노원구,부동산업,1669999,452489,1217510,437375,207443,572692,1567976,1159828
노원구,사업서비스업,781313,300393,480920,37073,1067,442780,693345,410647
노원구,"공공행정,국방 및 사회보장행정",278324,61490,216834,63946,4,152884,242250,184009
노원구,교육서비스업,1677063,484340,1192723,172857,1713,1018154,1543141,1096269
노원구,보건업 및 사회복지서비스업,1926881,988995,937886,88756,870,848261,1791354,857431
노원구,문화 및 기타 서비스업,491049,244060,246989,55874,3140,187974,435353,209504
은평구,총부가가치(기초가격),9302622,4602604,4700018,933280,218645,3548093,8533756,4313134
은평구,농·림·어업,4805,2614,2191,210,210,1771,4353,2026
은평구,광업,-,-,-,-,-,-,-,-
은평구,제조업,341666,262330,79336,17645,2171,59520,323609,74650
은평구,"전기, 가스, 증기 및 공기조절 공급업",358925,301118,57807,40604,650,16554,401314,108309
은평구,건설업,1123761,694452,429309,20512,4950,403848,945130,346746
은평구,도매 및 소매업,879460,434289,445171,34785,4598,405787,851089,442340
은평구,운수 및 창고업,380282,213652,166630,74187,1163,91281,345044,155069
은평구,숙박 및 음식점업,787328,575505,211824,11040,5806,194977,681634,183038
은평구,정보통신업,316168,158381,157786,47952,724,109110,297931,149070
은평구,금융 및 보험업,288327,145216,143112,13052,2106,127954,279506,138200
은평구,부동산업,1544496,430324,1114172,403853,191849,518470,1449489,1060444
은평구,사업서비스업,508598,214803,293795,27346,725,265725,449731,250468
은평구,"공공행정,국방 및 사회보장행정",266925,59335,207591,61113,4,146474,232269,176122
은평구,교육서비스업,688114,196029,492085,71117,645,420323,633615,452551
은평구,보건업 및 사회복지서비스업,1384380,696117,688263,68065,417,619781,1286775,631447
은평구,문화 및 기타 서비스업,429386,218440,210945,41799,2627,166520,381944,178549
서대문구,총부가가치(기초가격),15938956,7701882,8237074,1405189,251652,6580233,14685926,7535875
서대문구,농·림·어업,175188,117939,57248,10290,-438,47396,159741,71511
서대문구,광업,-,-,-,-,-,-,-,-
서대문구,제조업,327143,245540,81604,22532,1579,57492,320081,80846
서대문구,"전기, 가스, 증기 및 공기조절 공급업",270541,225331,45210,31672,490,13048,301286,84554
서대문구,건설업,976984,601599,375385,18617,4303,352465,821270,303107
서대문구,도매 및 소매업,1553526,799649,753877,58636,8123,687118,1502997,750369
서대문구,운수 및 창고업,313834,183488,130346,53222,960,76164,288062,122768
서대문구,숙박 및 음식점업,938313,683089,255224,16759,6920,231544,816501,223225
서대문구,정보통신업,602666,255943,346723,94619,1377,250727,549001,309353
서대문구,금융 및 보험업,1969198,1248399,720799,72188,14392,634219,1861293,641714
